elec_id,country,date,presidential,legislative_type,elecrule,tier1_formula,tier2_formula,tier3_formula,tier4_formula,mixed_type,multi,multi_linked,seats,tier1_avemag,tier1_districts,upperseats,uppertier,tier2_districts,tier3_districts,tier4_districts,enep,enep_others,enep1,enpp,enpp_others,enpp1,majority_bonus,enpres,preselecrule,region1,region2,region3,aclp_code,ccode,ccode2,year,month,day,regime,bmr_democracy,fh_democracy,p5_democracy,vd_polyarchy,dd_democracy,secondround,thirdround,Source,Additional.Sources,Comment
L-NEW-2011-11-26,New Zealand,"November 26, 2011",0,3,11,1,26,NA,NA,4,1,1,121,1,70,50,41.7,1,0,0,3,3.24,3.00840737413293,2.98,0,2.98,0,NA,NA,10,5,3,131,920,920,2011,11,26,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; Clea,ENEP numbers calculated by adding list and personal votes together and taking percentage of total vote
L-NEW-2014-9-20,New Zealand,"September 20, 2014",0,3,11,1,26,NA,NA,4,1,1,121,1,71,50,41.32231,1,0,0,3.23978,0,3.23978,2.958375,0,2.958375,0,NA,NA,10,5,3,131,920,920,2014,9,20,0,1,1,1,1,1,NA,NA,ipu.org,Carr; ElectionGuide.org,7 of constituencies were Maori. 
L-NEW-2017-9-23,New Zealand,"September 23, 2017",0,3,11,1,26,NA,NA,4,1,1,120,1,71,49,40.8333333333333,1,0,0,2.90524542060691,0.011,2.90626707431906,2.66765468692108,0,2.66765468692108,0,NA,NA,10,5,3,131,920,920,2017,9,23,0,NA,1,1,1,1,NA,NA,ElectionGuide; carr,2014 electorate boundaries - key changes | Electoral Commission (archive.org),7 Maori districts; 'additional sources' link states that districts for the 2014 election have been 71
L-NEW-2020-10-17,New Zealand,"October 17, 2020",0,3,11,1,26,NA,NA,4,1,1,120,1,72,48,40,1,0,0,3.03055098447449,0.04,3.04531736774948,2.60964117433853,0,2.60964117433853,0,NA,NA,10,5,3,131,920,920,2020,10,17,0,NA,1,NA,1,1,NA,NA,"Wikipedia, Carr",Boundary Review 2019/20 | Elections,"tier 1 districts now 72, 7 of them are Maori"
L-NIC-1984-11-4,Nicaragua,"November 04, 1984",0,2,9,13,NA,NA,NA,NA,0,0,96,9.6,10,0,NA,0,0,0,2.08951822020187,0,2.08951822020187,2.27780523974296,0,2.27780523974296,0,NA,NA,7,7,7,62,93,93,1984,11,4,1,1,0,0,0,0,NA,NA,Nohlen et al. Elections in the Americas vol. 1,Wikipedia; International Parliamentary Union,Closed lists were used. 1984 was the first year that the parliament of Nicaragua was unicameral.
L-NIC-1990-2-25,Nicaragua,"February 25, 1990",0,2,9,13,NA,NA,NA,NA,0,0,92,10,9,0,0,0,0,0,2.18,2.5,2.19,2.05,0,2.05,0,NA,NA,7,7,7,62,93,93,1990,2,25,2,1,0,1,1,1,NA,NA,CDP Nohlen et al.,,
L-NIC-1996-10-20,Nicaragua,"October 20, 1996",0,2,9,13,13,NA,NA,NA,1,0,93,4.375,16,20,22.22,1,0,0,2.92,4.2,2.935,2.7,0,2.7,0,NA,NA,7,7,7,62,93,93,1996,10,20,2,1,0,1,1,1,NA,NA,CDP Nohlen et al.,,
L-NIC-2001-11-4,Nicaragua,"November 04, 2001",0,2,9,14,14,NA,NA,NA,1,0,92,4.12,17,20,22.22,1,0,0,2.18,0,2.18,2.04,0,2.04,0,NA,NA,7,7,7,62,93,93,2001,11,4,2,1,0,1,1,1,NA,NA,Carr,ElectionGuide.org; IPU; http://cdp.binghamton.edu/era/elections/nic01par.html,two additional seats are reserved for the outgoing president and the runner-up in the previous presidential election - I did not count them towards the seats variable; Hare w/ Highest average is used at national level
L-NIC-2006-11-5,Nicaragua,"November 05, 2006",0,2,9,14,14,NA,NA,NA,1,0,91,4.12,17,20,22.22,1,0,0,3.44,0,3.44,3.14,0,3.14,0,NA,NA,7,7,7,62,93,93,2006,11,5,2,1,0,1,1,1,NA,NA,Carr,ElectionGuide.org; IPU,Hare w/ Highest average is used at national level
L-NIC-2011-11-6,Nicaragua,"November 06, 2011",0,2,9,14,14,NA,NA,NA,1,0,92,4.12,17,20,22.22,1,0,0,2.11,0,2.11,1.79,0,1.79,0,NA,NA,7,7,7,62,93,93,2011,11,6,2,1,0,1,0,1,NA,NA,IPU,ElectionGuide.org; http://www.eueom.eu/files/pressreleases/other/moeue-nicaragua-final-report-22022012_en2.pdf,Hare w/ Highest average is used at national level
L-NIC-2016-11-6,Nicaragua,"November 06, 2016",0,2,9,14,14,NA,NA,NA,1,0,92,4.12,17,20,21.73913,1,0,0,2.13783,0,2.13783,1.663522,0,1.663522,0,NA,NA,7,7,7,62,93,93,2016,11,6,2,NA,0,1,0,1,NA,NA,IPU,ElectionPassport; ElectionGuide; Wikipedia,70 seats divided between 17 MMCs- with 20 from one national constituency; 2 seats are reserved for presidential election runner-up- and the outgoing president
L-NIG-1964-12-30,Nigeria,"December 30, 1964",0,1,1,1,NA,NA,NA,NA,0,0,469,1,469,0,0,0,0,0,3.91,2.2,3.92,2.85,0,2.85,0,NA,NA,1,1,1,33,475,475,1964,12,30,0,1,NA,1,0,1,NA,NA,Lijphart Nohlen et al.,,
L-NIG-1979-7-7,Nigeria,"July 07, 1979",0,1,1,1,NA,NA,NA,NA,0,0,449,1,449,0,0,0,0,0,3.71,23.8,4.345,3.96,0,3.96,0,NA,NA,1,1,1,33,475,475,1979,7,7,2,1,1,1,0,1,NA,NA,Lijphart Nohlen et al.,,
L-NIG-1983-8-27,Nigeria,"August 27, 1983",0,1,1,1,NA,NA,NA,NA,0,0,450,1,450,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,33,475,475,1983,8,27,4,0,1,1,0,1,NA,NA,"Lijphart, http://africanelections.tripod.com/ng.html",,
L-NIG-1999-2-20,Nigeria,"February 20, 1999",0,1,1,1,NA,NA,NA,NA,0,0,360,1,360,0,0,0,0,0,2.32,0,2.32,2.33,2.5,2.34,0,NA,NA,1,1,1,33,475,475,1999,2,20,2,0,0,0,0,1,NA,NA,Lijphart http://africanelections.tripod.com/ng.html,,
L-NIG-2003-4-12,Nigeria,"April 12, 2003",0,1,1,1,NA,NA,NA,NA,0,0,360,1,360,0,0,0,0,0,2.61,2.01,2.61223386243271,2.16,0.277777777777778,2.16001800030001,0,NA,NA,1,1,1,33,475,475,2003,4,12,2,0,0,0,0,1,NA,NA,Carr,ElectionGuide.org; African Elections Database,
L-NIG-2007-4-21,Nigeria,"April 21, 2007",0,1,1,1,NA,NA,NA,NA,0,0,360,1,360,0,0,0,0,0,2.09,3.1,2.09366264774456,1.75,0,1.75,0,NA,NA,1,1,1,33,475,475,2007,4,21,2,0,0,0,0,1,NA,NA,Carr,ElectionGuide.org; African Elections Database,Carr reports vote-rigging and incomplete results in some states from which the numbers underlying the enep variables are aggregated
L-NIG-2011-4-9,Nigeria,"April 09, 2011",0,1,1,1,NA,NA,NA,NA,0,0,360,1,360,0,0,0,0,0,-99,-99,-99,-99,-99,-99,0,NA,NA,1,1,1,33,475,475,2011,4,9,2,0,0,0,0,1,NA,NA,African Elections Database,ElectionGuide.org,"African Elections Database: ""Due to logistical problems- elections in 15 Senatorial and 48 House constituencies will take place on 26 April 2011."" - As of 1st June 2012 no final election results could be found among reliable sources."
L-NIG-2015-3-28,Nigeria,"March 28, 2015",0,1,1,1,NA,NA,NA,NA,0,0,360,1,360,0,NA,0,0,0,-99,-99,-99,2.007062,0,2.007062,0,NA,NA,1,1,1,33,475,475,2015,3,28,1,1,0,1,1,1,NA,NA,ipu.org,ElectionGuide.org; ,Vote shares for all parties unavailable.
L-NIG-2019-2-23,Nigeria,"February 23, 2019",0,1,1,1,NA,NA,NA,NA,0,0,360,1,360,0,NA,0,0,0,2.51241964402632,0.0384,2.52176204996256,2.11785469163643,0,2.11785469163643,0,NA,NA,1,1,1,33,475,475,2019,2,23,1,NA,0,NA,1,1,NA,NA,Wikipedia;ElectionGuide,Carr,
L-NIR-1993-2-14,Niger,"February 14, 1993",0,3,12,13,1,NA,NA,1,1,0,83,9.375,8,8,9.64,8,0,0,4.62,1.8,4.625,4.23,0,4.23,0,NA,NA,1,1,1,32,436,436,1993,2,14,1,1,0,1,1,1,NA,NA,Lijphart http://africanelections.tripod.com/ng.html Nohlen et al.,,
L-NIR-1995-1-12,Niger,"January 12, 1995",0,3,12,13,1,NA,NA,1,1,0,83,9.375,8,8,9.64,8,0,0,-99,-99,-99,4.15,0,4.15,0,NA,NA,1,1,1,32,436,436,1995,1,12,1,1,0,1,1,1,NA,NA,Lijphart Nohlen et al.,,
L-NIR-2004-12-4,Niger,"December 04, 2004",0,3,12,14,1,NA,NA,1,1,0,113,13.125,8,8,7.08,8,0,0,4.4,3.8,4.42330189861511,3.72,0,3.72,0,NA,NA,1,1,1,32,436,436,2004,12,4,1,1,0,1,1,1,NA,NA,Carr,ElectionGuide.org; IPU; African Elections Database; http://www.ipu.org/parline-e/reports/Niger_B.htm,ElectionGuide.org notes a different election date than Carr- IPU- Wikipedia and the African Election Database - I side with the latter; 8 multi-member and 8 single member districts to ensure national minority representation
L-NIR-2011-1-31,Niger,"January 31, 2011",0,3,12,14,1,NA,NA,2,1,0,113,13.12,8,8,7.07964601769912,8,0,0,4.89102502776635,0.0001,4.89102526698762,4.51360904913397,0,4.51360904913397,0,NA,NA,1,1,1,32,436,436,2011,1,31,1,1,0,1,1,0,NA,NA,African Election Database,Trans-Saharan Elections Project; International Parliamentary Union; Wikipedia,"Election delayed from original date of December 26, 2010. A coup in 2010 caused the dissolution of the previous legislature."
L-NIR-2016-2-21,Niger,"February 21, 2016",0,3,12,14,1,NA,NA,2,1,0,171,19.75,8,13,7.60233918128655,13,0,0,5.94280631318577,0,5.94280631318577,4.20068955609826,0,4.20068955609826,0,NA,NA,1,1,1,32,436,436,2016,2,21,1,NA,0,0,1,0,NA,NA,Wikipedia,International Parliamentary Union,Legislature increased from 113 to 171 seats between 2011 and 2016.
L-NIR-2020-12-27,Niger,"December 27, 2020",0,3,12,14,1,NA,NA,2,1,0,171,19.75,8,13,7.60233918128655,13,0,0,6.08873231375481,0,6.08873231375481,3.85183114341627,0,3.85183114341627,0,NA,NA,1,1,1,32,436,436,2020,12,27,1,NA,0,NA,1,0,NA,NA,Wikipedia,Carr; IFES Election Guide,"The lists of registered voters living abroad was not kept up to date, so elections for the 5 seats reserved for Nigeriens abroad were not held, bringing the de facto number of seats to 166."
L-NOR-1949-10-10,Norway,"October 10, 1949",0,2,9,25,NA,NA,NA,NA,0,0,150,5.17,29,0,0,0,0,0,3.76,0,3.76,2.67,0,2.67,0,NA,NA,10,10,3,118,385,385,1949,10,10,0,1,NA,1,1,1,NA,NA,"NYT, Oct. 10, 1949, p. 5 Caramani mackie and rose",,
L-NOR-1953-10-12,Norway,"October 12, 1953",0,2,9,27,NA,NA,NA,NA,0,0,150,7.5,20,0,0,0,0,0,3.53,0,3.53,3.09,0,3.09,0,NA,NA,10,10,3,118,385,385,1953,10,12,0,1,NA,1,1,1,NA,NA,"NYT, Oct. 13, 1953, p.12 Caramani mackie and rose",,
L-NOR-1957-10-7,Norway,"October 07, 1957",0,2,9,27,NA,NA,NA,NA,0,0,150,7.5,20,0,0,0,0,0,3.44,0.2,3.44,2.99,0,2.99,0,NA,NA,10,10,3,118,385,385,1957,10,7,0,1,NA,1,1,1,NA,NA,"NYT, Oct. 8, 1957, p.27 Caramani mackie and rose",,
L-NOR-1961-9-11,Norway,"September 11, 1961",0,2,9,27,NA,NA,NA,NA,0,0,150,7.5,20,0,0,0,0,0,3.59,0.2,3.59,3.22,0,3.22,0,NA,NA,10,10,3,118,385,385,1961,9,11,0,1,NA,1,1,1,NA,NA,keesing's Caramani mackie and rose,,
L-NOR-1965-9-12,Norway,"September 12, 1965",0,2,9,27,NA,NA,NA,NA,0,0,150,7.5,20,0,0,0,0,0,3.9,0,3.9,3.51,0,3.51,0,NA,NA,10,10,3,118,385,385,1965,9,12,0,1,NA,1,1,1,NA,NA,keesing's mackie and rose,,
L-NOR-1969-9-7,Norway,"September 07, 1969",0,2,9,27,NA,NA,NA,NA,0,0,150,7.5,20,0,0,0,0,0,3.61,0.2,3.61,3.18,0,3.18,0,NA,NA,10,10,3,118,385,385,1969,9,7,0,1,NA,1,1,1,NA,NA,keesing's mackie and rose,,
L-NOR-1973-9-9,Norway,"September 09, 1973",0,2,9,27,NA,NA,NA,NA,0,0,155,8.16,19,0,0,0,0,0,4.63,0.9,4.63,4.14,0,4.14,0,NA,NA,10,10,3,118,385,385,1973,9,9,0,1,1,1,1,1,NA,NA,keesing's mackie and rose,,
L-NOR-1977-9-11,Norway,"September 11, 1977",0,2,9,27,NA,NA,NA,NA,0,0,155,8.16,19,0,0,0,0,0,3.85,0.9,3.85,2.97,0,2.97,0,NA,NA,10,10,3,118,385,385,1977,9,11,0,1,1,1,1,1,NA,NA,http://cdp.binghamton.edu/era/elections/nor77par.html Caramani mackie and rose,,
L-NOR-1981-9-13,Norway,"September 13, 1981",0,2,9,27,NA,NA,NA,NA,0,0,155,8.16,19,0,0,0,0,0,3.92,0.9,3.92,3.2,0,3.2,0,NA,NA,10,10,3,118,385,385,1981,9,13,0,1,0,1,1,1,NA,NA,http://cdp.binghamton.edu/era/elections/nor81par.html Caramani mackie and rose,,
L-NOR-1985-9-8,Norway,"September 08, 1985",0,2,9,27,NA,NA,NA,NA,0,0,157,8.26,19,0,0,0,0,0,3.63,0.9,3.63,3.09,0,3.09,0,NA,NA,10,10,3,118,385,385,1985,9,8,0,1,1,1,1,1,NA,NA,http://cdp.binghamton.edu/era/elections/nor85par.html Caramani mackie and rose,,
L-NOR-1989-9-10,Norway,"September 10, 1989",0,2,9,27,27,NA,NA,NA,1,1,165,8.26,19,8,4.8,1,0,0,4.84,0.7,4.84,4.23,0,4.23,0,NA,NA,10,10,3,118,385,385,1989,9,10,0,1,1,1,1,1,NA,NA,http://cdp.binghamton.edu/era/elections/nor89par.html Caramani,,
L-NOR-1993-9-12,Norway,"September 12, 1993",0,2,9,27,27,NA,NA,NA,1,1,165,8.26,19,8,4.8,1,0,0,4.74,1.4,4.74,4.04,0,4.04,0,NA,NA,10,10,3,118,385,385,1993,9,12,0,1,1,1,1,1,NA,NA,http://cdp.binghamton.edu/era/elections/nor93par.html Caramani,,
L-NOR-1997-9-15,Norway,"September 15, 1997",0,2,9,27,27,NA,NA,NA,1,1,165,8.26,19,8,4.8,1,0,0,5.07,0,5.07,4.36,0,4.36,0,NA,NA,10,10,3,118,385,385,1997,9,15,0,1,1,1,1,1,NA,NA,http://cdp.binghamton.edu/era/elections/nor97par.html Caramani,,
L-NOR-2001-9-10,Norway,"September 10, 2001",0,2,9,27,27,NA,NA,NA,1,1,165,8.26,19,8,4.8,1,0,0,6.18,3.7,6.2205618728792,5.35,0,5.35,0,NA,NA,10,10,3,118,385,385,2001,9,10,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; European Election Database; Gallagher; IPU; Clea,
L-NOR-2005-9-12,Norway,"September 12, 2005",0,2,9,27,27,NA,NA,NA,1,1,169,7.89,19,19,11.24,1,0,0,5.11,2.3,5.12143766323928,4.56,0,4.56,0,NA,NA,10,10,3,118,385,385,2005,9,12,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; European Election Database; Gallagher; IPU; Clea; http://www.regjeringen.no/en/dep/krd/information-campaigns/election_portal/the-norwegian-electoral-system.html?id=456636#1; http://electionresources.org/no/allocation.2005.html,
L-NOR-2009-9-14,Norway,"September 14, 2009",0,2,9,27,27,NA,NA,NA,1,1,169,7.89,19,19,11.24,1,0,0,4.55,2.7,4.55757117445712,4.07,0,4.07,0,NA,NA,10,10,3,118,385,385,2009,9,14,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; European Election Database; Gallagher; IPU; Clea; http://www.regjeringen.no/en/dep/krd/information-campaigns/election_portal/the-norwegian-electoral-system.html?id=456636#1; http://electionresources.org/no/allocation.2005.html,
L-NOR-2013-9-9,Norway,"September 09, 2013",0,2,9,27,27,NA,NA,NA,1,1,169,7.89,19,19,11.2426,1,0,0,4.869237,0,4.869237,4.393324,0,4.393324,0,NA,NA,10,10,3,118,385,385,2013,9,9,0,1,1,1,1,1,NA,NA,IPU,Carr; ElectionGuide.org ,"150/169  are elected as constituency representatives. 19 (one seat from each constituency) are elected as ""members at large""."
L-NOR-2017-9-11,Norway,"September 11, 2017",0,2,9,27,27,NA,NA,NA,1,1,169,7.89,19,19,11.2426035502959,1,0,0,5.54084154301355,0.017,5.54972834079772,4.95248829547425,0,4.95248829547425,0,NA,NA,10,10,3,118,385,385,2017,9,11,0,NA,1,1,1,1,NA,NA,ElectionGuide,Carr,
L-NTH-1946-5-16,Netherlands,"May 16, 1946",0,2,9,25,NA,NA,NA,NA,0,0,100,100,1,0,0,0,0,0,4.68,1,4.68,4.47,0,4.47,0,NA,NA,10,10,3,117,210,210,1946,5,16,0,1,NA,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1948-7-7,Netherlands,"July 07, 1948",0,2,9,25,NA,NA,NA,NA,0,0,100,100,1,0,0,0,0,0,4.98,1.6,4.985,4.68,0,4.68,0,NA,NA,10,10,3,117,210,210,1948,7,7,0,1,NA,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1952-6-25,Netherlands,"June 25, 1952",0,2,9,25,NA,NA,NA,NA,0,0,100,100,1,0,0,0,0,0,4.99,1.4,5,4.65,0,4.65,0,NA,NA,10,10,3,117,210,210,1952,6,25,0,1,NA,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1956-6-13,Netherlands,"June 13, 1956",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,4.26,0.8,4.26,4.07,0,4.07,0,NA,NA,10,10,3,117,210,210,1956,6,13,0,1,NA,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1959-3-12,Netherlands,"March 12, 1959",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,4.46,0.6,4.46,4.14,0,4.14,0,NA,NA,10,10,3,117,210,210,1959,3,12,0,1,NA,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1963-5-15,Netherlands,"May 15, 1963",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,4.79,1.6,4.8,4.5,0,4.5,0,NA,NA,10,10,3,117,210,210,1963,5,15,0,1,NA,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1967-2-15,Netherlands,"February 15, 1967",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,6.2,2.6,6.21,5.71,0,5.71,0,NA,NA,10,10,3,117,210,210,1967,2,15,0,1,NA,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1971-4-28,Netherlands,"April 28, 1971",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,7.09,2.1,7.11,6.4,0,6.4,0,NA,NA,10,10,3,117,210,210,1971,4,28,0,1,NA,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1972-11-29,Netherlands,"November 29, 1972",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,6.85,0.6,6.85,6.41,0,6.41,0,NA,NA,10,10,3,117,210,210,1972,11,29,0,1,1,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1977-5-25,Netherlands,"May 25, 1977",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,3.96,0.9,3.96,3.7,0,3.7,0,NA,NA,10,10,3,117,210,210,1977,5,25,0,1,1,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1981-5-26,Netherlands,"May 26, 1981",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,4.56,0.7,4.56,4.3,0,4.3,0,NA,NA,10,10,3,117,210,210,1981,5,26,0,1,0,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1982-9-8,Netherlands,"September 08, 1982",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,4.23,1.4,4.24,4.02,0,4.02,0,NA,NA,10,10,3,117,210,210,1982,9,8,0,1,1,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1986-5-21,Netherlands,"May 21, 1986",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,3.77,1.1,3.77,3.49,0,3.49,0,NA,NA,10,10,3,117,210,210,1986,5,21,0,1,1,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1989-9-6,Netherlands,"September 06, 1989",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,3.9,0.9,3.9,3.75,0,3.75,0,NA,NA,10,10,3,117,210,210,1989,9,6,0,1,1,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1994-5-3,Netherlands,"May 03, 1994",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,5.7,1.8,5.71,5.41,0,5.41,0,NA,NA,10,10,3,117,210,210,1994,5,3,0,1,1,1,1,1,NA,NA,Adam Carr's Webpage,,
L-NTH-1998-5-6,Netherlands,"May 06, 1998",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,5.13,2,5.14,4.81,0,4.81,0,NA,NA,10,10,3,117,210,210,1998,5,6,0,1,1,1,1,1,NA,NA,Caramani,,
L-NTH-2002-5-15,Netherlands,"May 15, 2002",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,6.04,0.7,6.04089406380712,5.97,0,5.97,0,NA,NA,10,10,3,117,210,210,2002,5,15,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; European Election Database; Clea; Gallagher,
L-NTH-2003-1-22,Netherlands,"January 22, 2003",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,4.99,0.9,4.99156923990476,4.74,0,4.74,0,NA,NA,10,10,3,117,210,210,2003,1,22,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; European Election Database; Clea; Gallagher,
L-NTH-2006-11-22,Netherlands,"November 22, 2006",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,5.8,1,5.80302920077439,5.54,0,5.54,0,NA,NA,10,10,3,117,210,210,2006,11,22,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; European Election Database; Clea; Gallagher,
L-NTH-2010-6-9,Netherlands,"June 09, 2010",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,0,0,0,0,6.97,1.1,6.97294162532855,6.74,0,6.74,0,NA,NA,10,10,3,117,210,210,2010,6,9,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; European Election Database; Clea; Gallagher,
L-NTH-2012-9-12,Netherlands,"September 12, 2012",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,NA,0,0,0,5.944278,0,5.944278,5.701977,0,5.701977,0,NA,NA,10,10,3,117,210,210,2012,9,12,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; aceproject.org; idea.int/esd; www.u.arizona.edu,
L-NTH-2017-3-15,Netherlands,"March 15, 2017",0,2,9,25,NA,NA,NA,NA,0,0,150,150,1,0,NA,0,0,0,8.53213200914645,0.016,8.55080890652256,8.11688311688312,0,8.11688311688312,0,NA,NA,10,10,3,117,210,210,2017,3,15,0,NA,1,1,1,1,NA,NA,aceproject; Carr,Wikipedia,
L-PAK-1977-3-7,Pakistan,"March 07, 1977",0,1,1,1,NA,NA,NA,NA,0,0,216,1,200,0,0,0,0,0,2.04,4.2,2.045,1.58,4,1.58,0,NA,NA,2,2,2,93,770,770,1977,3,7,4,0,0,0,0,1,NA,NA,"NYT, Jan. 8, 1977, p. 5; Keesing's : voted in six Punjab constituencies null and void.Keesing's vote to be on March 7. October elections postponed. Nohlen et al.",,
L-PAK-1988-11-16,Pakistan,"November 16, 1988",0,1,1,1,NA,NA,NA,NA,0,0,237,1,207,0,0,0,0,0,3.57,21.4,4.12,3.14,19.3,3.55,0,NA,NA,2,2,2,93,770,770,1988,11,16,0,1,0,1,0,1,NA,NA,CDP Nohlen et al.,,
L-PAK-1990-10-24,Pakistan,"October 24, 1990",0,1,1,1,NA,NA,NA,NA,0,0,217,1,207,0,0,0,0,0,3.44,11.8,3.565,3.07,10.6,3.18,0,NA,NA,2,2,2,93,770,770,1990,10,24,0,1,0,1,0,1,NA,NA,CDP Nohlen et al.,,
L-PAK-1993-10-6,Pakistan,"October 06, 1993",0,1,1,1,NA,NA,NA,NA,0,0,217,1,207,0,0,0,0,0,3.2,9.5,3.26,3.15,7.7,3.21,0,NA,NA,2,2,2,93,770,770,1993,10,6,0,1,0,1,0,1,NA,NA,keesing's Nohlen et al.,,
L-PAK-1997-2-3,Pakistan,"February 03, 1997",0,1,1,1,NA,NA,NA,NA,0,0,217,1,207,0,0,0,0,0,3.53,16.9,3.805,2.16,10.1,2.21,0,NA,NA,2,2,2,93,770,770,1997,2,3,0,1,0,1,0,1,NA,NA,CDP Nohlen et al.,,
L-PAK-2008-2-18,Pakistan,"February 18, 2008",0,1,1,1,NA,NA,NA,NA,0,0,342,1,272,0,0,0,0,0,4.68,14.9,5.21453236383987,4.61,12.8676470588235,4.97503951494449,0,NA,NA,2,2,2,93,770,770,2008,2,18,0,1,0,0,0,1,NA,NA,Carr,ElectionGuide.org; IPU; ICG: http://www.crisisgroup.org/~/media/Files/asia/south-asia/pakistan/203%20Reforming%20Pakistans%20Electoral%20System.ashx; http://elections.com.pk/contents.php?i=8,An additional 60 seats are reserved for women and religious minorities - they are elected by PR in the five provinces; we do not count them towards the seats variable or the enep and enpp calculations which are based on Carr's data and exclude the five undecided seats
L-PAK-2013-5-11,Pakistan,"May 11, 2013",0,1,1,1,NA,NA,NA,NA,0,0,342,1,272,0,NA,0,0,0,5.094375,0,5.094375,3.628574,0,3.628574,0,NA,NA,2,2,2,93,770,770,2013,5,11,0,1,0,1,0,1,NA,NA,ipu.org,Carr; ElectionGuide.org; Wikipedia,272 directly elected seats.  60 seats reserved for women and 10 seats reserved for non-Muslim minorities. 4 constituencies' results under repoll/ postpone/ termination/ withheld. 
L-PAK-2018-7-25,Pakistan,"July 25, 2018",0,1,1,1,NA,NA,NA,NA,0,0,342,1,272,0,NA,0,0,0,4.63140929153332,0.181,5.45982659590731,3.64691943127962,0.046783625730994,3.67626351521247,0,NA,NA,2,2,2,93,770,770,2018,7,25,0,NA,0,1,0,1,NA,NA,IPU,ElectionGuide,"of the 342 seata are 272 directly elected in smdp, 60 reserved for women, 10 for non-Muslims"
L-PAL-1996-11-5,Palau,"November 05, 1996",0,1,1,1,NA,NA,NA,NA,0,0,16,1,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,5,5,5,198,986,986,1996,11,5,2,1,1,0,0,1,NA,NA,http://www.umsl.edu/services/govdocs/wofact99/238.htm http://www.photius.com/wfb2000/countries/palau/palau_government.html,,There are no political parties in Palau which is why we cannot calculate ENEP/ENPP figures.
L-PAL-2000-11-7,Palau,"November 07, 2000",0,1,1,1,NA,NA,NA,NA,0,0,16,1,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,5,5,5,198,986,986,2000,11,7,2,1,1,0,0,1,NA,NA,http://www.indexmundi.com/en/facts/2001/palau/legislative_branch.html,,There are no political parties in Palau which is why we cannot calculate ENEP/ENPP figures.
L-PAL-2004-11-2,Palau,"November 02, 2004",0,1,1,1,NA,NA,NA,NA,0,0,16,1,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,5,5,5,198,986,986,2004,11,2,2,1,1,0,0,1,NA,NA,Carr,ElectionGuide.org; IPU,There are no political parties in Palau which is why we cannot calculate ENEP/ENPP figures.
